Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Charge Group Description,Arrest Type Code,Charge Description,Address,Cross Street,Location
5618106,5/2/2019,1430,5,Harbor,521,52,M,Narcotic Drug Laws,M,LOITER IN PUBLIC PLACE FOR ILL DRUG ACT,GAFFEY                       ST,ANAHEIM                      ST,"(33.7817, -118.2976)"
5616032,4/30/2019,2110,6,Hollywood,677,37,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL,WESTERN,MONROE                       ST,"(34.086, -118.3091)"
5614442,4/29/2019,1850,20,Olympic,2029,41,M,Other Assaults,M,BATTERY ON PERSON,3100 W  4TH                          ST,,"(34.0667, -118.2871)"
5613823,4/28/2019,2145,13,Newton,1364,22,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,49TH                         ST,CENTRAL,"(33.9989, -118.2565)"
5614285,4/29/2019,1440,14,Pacific,1412,31,M,Miscellaneous Other Violations,O,PROBATION VIOLATION,OFW,NAVY,"(33.9933, -118.4765)"
191411407,4/24/2019,1530,14,Pacific,1412,38,M,,I,,OCEAN FRONT                  WK,DUDLEY,"(33.994, -118.4798)"
5614991,4/29/2019,1845,21,Topanga,2158,24,M,Larceny,M,PETTY THEFT,6100    CANOGA                       AV,,"(34.1805, -118.5975)"
5618300,5/2/2019,2250,12,77th Street,1257,22,M,Driving Under Influence,M,DUI OF ANY DRUG,FIGUEROA,77,"(33.9693, -118.285)"
191109952,5/4/2019,1050,11,Northeast,1159,27,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,AVENUE 49,FIGUEROA,"(34.1021, -118.2021)"
5616841,5/1/2019,1630,21,Topanga,2156,27,F,Larceny,M,PETTY THEFT,21500    VICTORY                      BL,,"(34.1882, -118.5988)"
5615978,4/30/2019,1800,14,Pacific,1488,46,M,Federal Offenses,F,PROBATION VIOLATION; FEDERAL,MANCHESTER                   AV,ISIS                         AV,"(33.9526, -118.3823)"
5617455,5/2/2019,111,3,Southwest,329,24,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,2ND                          ST,BEAUDRY                      AV,"(34.0246, -118.2772)"
5619375,5/3/2019,1500,21,Topanga,2157,25,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,VANOWEN,INDEPENDENCE,"(34.1938, -118.5906)"
5614208,4/29/2019,1102,13,Newton,1377,28,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1400    56TH                         ST,,"(33.9921, -118.2464)"
190112485,4/25/2019,2005,1,Central,156,57,M,Liquor Laws,M,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,5TH                          ST,SAN JULIAN,"(34.0446, -118.245)"
5613199,4/28/2019,448,15,N Hollywood,1565,39,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,RIVERSIDE                    AV,COLDWATER CA                 AV,"(34.1493, -118.3759)"
190112665,5/1/2019,1503,1,Central,158,54,M,Liquor Laws,I,DRINKING ALCOHOL*******,6TH,GLADYS,"(34.0403, -118.2421)"
5618313,5/2/2019,2200,17,Devonshire,1745,36,M,Other Assaults,M,BATTERY ON PERSON,10300    ZELZAH                       AV,,"(34.2574, -118.5233)"
5613904,4/28/2019,2330,4,Hollenbeck,488,29,M,Weapon (carry/poss),F,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,7TH,SPENCE,"(34.0238, -118.2058)"
5613951,4/29/2019,145,19,Mission,1919,14,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,12900    ARROYO                       ST,,"(34.2932, -118.4138)"
190709912,4/30/2019,1645,7,Wilshire,722,58,F,Larceny,M,SHOPLIFTING,100 N  LA CIENEGA                   BL,,"(34.0746, -118.3765)"
5613778,4/28/2019,1920,3,Southwest,361,49,F,Miscellaneous Other Violations,F,ACCESSORY AFTR FACT-KNOW FEL CRIME/PERSON,COLISEUM,LA BREA,"(34.0183, -118.3556)"
5615741,4/30/2019,1530,1,Central,153,29,F,Other Assaults,M,OBSTRUCT/ETC PUB OFCR/ETC,500 S  HILL                         ST,,"(34.0488, -118.2518)"
5615096,4/30/2019,13,19,Mission,1924,26,F,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,SAN FERNANDO,LAUREL CANYON,"(34.2905, -118.4581)"
5618127,5/2/2019,1815,2,Rampart,245,25,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 OTHER REASON,GRAND VIEW,3RD                          ST,"(34.0633, -118.2751)"
5613703,4/28/2019,1750,3,Southwest,397,26,M,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,4200    VAN BUREN                    PL,,"(34.0073, -118.2969)"
5617917,5/2/2019,1345,1,Central,164,57,M,Narcotic Drug Laws,F,TRANSPORT/SELL/ETC CONTROLLED SUBSTANCE,7TH                          ST,MAIN                         ST,"(34.0433, -118.2504)"
5618410,5/3/2019,200,2,Rampart,249,37,M,Moving Traffic Violations,M,RECKLESS DRIVING,LUCAS,WILSHIRE,"(34.053, -118.2648)"
5618066,5/2/2019,1640,2,Rampart,245,63,M,Miscellaneous Other Violations,M,FTA AFTER WRITTEN PROMISE,2200 W  6TH,,"(34.0601, -118.2761)"
5618600,5/3/2019,555,12,77th Street,1267,38,M,Prostitution/Allied,M,LOITER:INTENT:PROSTITUTION,85TH                         ST,FIGUEROA                     ST,"(33.9611, -118.2827)"
5615484,4/30/2019,1020,1,Central,127,48,F,Narcotic Drug Laws,M,DISP/ETC DANG DRUG/DEVICE,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)"
5616119,4/30/2019,2100,3,Southwest,333,28,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REV 4 RECKLESS DRIVG,28TH                         ST,BUCKINGHAM,"(34.0311, -118.3405)"
192009996,4/26/2019,1610,20,Olympic,2024,25,F,,M,,500 S  WESTERN                      AV,,"(34.0654, -118.3091)"
5613915,4/28/2019,2213,2,Rampart,219,30,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,HOLLYWOOD                    FY,GLENDALE                     AV,"(34.0677, -118.252)"
5613196,4/28/2019,500,13,Newton,1325,64,M,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,33RD,CENTRAL                      AV,"(34.0136, -118.2565)"
5615047,4/29/2019,1720,3,Southwest,334,20,F,Receive Stolen Property,F,RECEIVING KNOWN STOLEN PROPERTY >$950,EDGEHILL                     DR,JEFFERSON,"(34.0256, -118.3305)"
5619334,5/3/2019,1950,21,Topanga,2106,29,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,21200    NORDHOFF                     ST,,"(34.2355, -118.594)"
5617425,5/1/2019,2000,12,77th Street,1293,18,M,Weapon (carry/poss),F,ILLEGAL POSSESSION OF AMMUNITION,108TH,WESTERN,"(33.9382, -118.309)"
5618648,5/3/2019,635,12,77th Street,1249,20,F,Prostitution/Allied,M,PROSTITUTION,70TH                         ST,FIGUEROA,"(33.9765, -118.2827)"
190809301,5/3/2019,1610,8,West LA,853,65,M,Drunkeness,M,DRINKING IN PUBLIC***,SANTA MONICA,SAWTELLE,"(34.0462, -118.4496)"
5616175,5/1/2019,5,21,Topanga,2159,22,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 OTHER REASON,FRIAR                        ST,JUMILLA                      AV,"(34.1857, -118.5641)"
5614476,4/29/2019,1915,11,Northeast,1148,22,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,AVENUE 50,MONTE VISTA                  ST,"(34.1072, -118.2037)"
5615860,4/30/2019,1820,9,Van Nuys,964,38,F,Larceny,M,SHOPLIFTING,14000    RIVERSIDE                    DR,,"(34.1576, -118.438)"
191009042,4/28/2019,1515,10,West Valley,1044,38,M,,M,,5900    RESEDA                       BL,,"(34.1775, -118.536)"
5617025,5/1/2019,2010,4,Hollenbeck,471,26,F,Disorderly Conduct,M,RIOT,7TH,BOYLE,"(34.036, -118.2242)"
5613240,4/28/2019,700,12,77th Street,1273,40,M,Weapon (carry/poss),F,WILLFUL DISCHRG FIREARM IN GROSS NEG MANNR,89TH                         ST,WESTERN                      AV,"(33.9564, -118.309)"
5616079,4/30/2019,1815,5,Harbor,503,18,M,Other Assaults,M,OBSTRUCT/ETC PUB OFCR/ETC,1000 W  253RD                        ST,,"(33.7947, -118.2928)"
191109705,4/29/2019,1305,11,Northeast,1139,65,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,AVENUE 58,FIGUEROA,"(34.11, -118.192)"
5617324,5/1/2019,2020,4,Hollenbeck,471,19,M,Disorderly Conduct,M,RIOT,7TH,BOYLE,"(34.036, -118.2242)"
190112600,5/1/2019,1600,1,Central,166,60,M,Liquor Laws,I,DRINKING ALCOHOL*******,6TH,SAN JULIAN,"(34.0428, -118.2461)"
5619139,5/3/2019,1045,17,Devonshire,1723,24,F,Prostitution/Allied,M,PROSTITUTION,HAVENHURST,CHATSWORTH,"(34.2651, -118.582)"
5615654,4/30/2019,1050,3,Southwest,379,37,M,Other Assaults,M,FALSE IDENTIFICATION TO PEACE OFFICER,39TH                         ST,VERMONT,"(34.0155, -118.2915)"
5619386,5/3/2019,2055,21,Topanga,2134,75,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,SHERMAN                      WY,SHOUP                        AV,"(34.201, -118.6147)"
5615082,4/30/2019,36,14,Pacific,1406,37,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,CULVER                       BL,MARINA                       FY,"(34.024, -118.409)"
5613493,4/28/2019,1140,9,Van Nuys,935,22,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
190112500,4/29/2019,1015,1,Central,171,63,M,,M,,JAMES M WOOD,HARBOR                       FY,"(34.0478, -118.2665)"
5616475,5/1/2019,725,20,Olympic,2036,27,M,Narcotic Drug Laws,M,POSS DEVICE/INSTRUMT/PARAPHERNALIA,WILSHIRE                     BL,VERMONT                      AV,"(34.0618, -118.2916)"
5616050,4/30/2019,1920,21,Topanga,2138,32,M,Miscellaneous Other Violations,F,WARRANT-PETITION TO REVOKE COMMUNITY SUPVN,COHASSET,OSO,"(34.2071, -118.5754)"
5616862,5/1/2019,1710,3,Southwest,392,43,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL,11TH                         AV,50TH                         ST,"(33.9978, -118.3294)"
191411654,5/4/2019,1020,14,Pacific,1495,40,M,,M,,WESTCHESTER,AIRPORT,"(33.9527, -118.3892)"
5618680,5/3/2019,500,12,77th Street,1249,25,F,Prostitution/Allied,M,PROSTITUTION,6300 S  FIGUEROA                     ST,,"(33.982, -118.2827)"
5617722,5/2/2019,925,9,Van Nuys,916,37,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,6900    HAZELTINE                    AV,,"(34.1958, -118.44)"
5619105,5/3/2019,1635,16,Foothill,1653,51,M,Prostitution/Allied,M,PROSTITUTION,KELOWNA,SAN FERNANDO,"(34.2564, -118.4118)"
191608621,5/3/2019,1730,16,Foothill,1672,42,M,Prostitution/Allied,M,PROSTITUTION,LANKERSHIM                   BL,NEENACH                      ST,"(34.2309, -118.3878)"
5619779,5/4/2019,1100,14,Pacific,1451,21,M,Other Assaults,M,BATTERY ON PERSON,3200    OCEAN FRONT WALK,,"(33.9695, -118.4606)"
191811409,5/3/2019,904,18,Southeast,1802,30,F,Prostitution/Allied,M,LOITERING FOR PURPOSES OF PROSTITUTION,90TH                         ST,FIGUEROA,"(33.9551, -118.2827)"
5614052,4/29/2019,910,9,Van Nuys,935,47,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
5618907,5/3/2019,1235,13,Newton,1323,24,M,Driving Under Influence,M,DRUNK DRIVING .10 OR ABOVE,TRINITY,25TH                         ST,"(34.0219, -118.2571)"
5613560,4/28/2019,1135,4,Hollenbeck,453,31,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,1600    BRIDGE                       ST,,"(34.0527, -118.2183)"
190112595,4/30/2019,1625,1,Central,162,27,M,Liquor Laws,I,DRINKING ALCOHOL*******,800 W  7TH                          ST,,"(34.0487, -118.2588)"
5618089,5/2/2019,1720,6,Hollywood,600,54,M,Driving Under Influence,M,DUI ALCOHOL/DRUGS ON BICYCLE,PICO,ALVARADO,"(34.0461, -118.2801)"
190112528,4/29/2019,1105,1,Central,171,39,M,,M,,12TH                         ST,LA LIVE                      WY,"(34.0457, -118.2665)"
5618044,5/2/2019,1720,20,Olympic,2062,40,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL,ST ANDREWS,PICO                         BL,"(34.0472, -118.3116)"
191411394,4/27/2019,1405,14,Pacific,1411,29,M,,I,,OCEAN FRONT                  WK,WAVECREST,"(33.9918, -118.4791)"
190112657,5/1/2019,1300,1,Central,162,38,F,Larceny,M,GRAND THEFT (OVER $400),700 W  7TH                          ST,,"(34.048, -118.2577)"
5615124,4/30/2019,330,9,Van Nuys,933,57,M,Miscellaneous Other Violations,O,BOND SURRENDER,6300    VESPER                       AV,,"(34.1847, -118.4509)"
5618178,5/2/2019,1900,1,Central,182,31,F,Larceny,M,GRAND THEFT (OVER $400),9TH,FLOWER,"(34.0458, -118.2614)"
190112490,4/25/2019,1450,1,Central,158,60,M,Liquor Laws,M,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,7TH                          ST,GLADYS,"(34.0387, -118.2439)"
5619343,5/3/2019,1830,13,Newton,1351,27,M,Miscellaneous Other Violations,M,DEFACE/DAMAGE PROPERTY <$400,100 W  41ST                         ST,,"(34.0091, -118.274)"
191109685,4/28/2019,2030,11,Northeast,1113,42,F,,M,,2800    COLORADO                     BL,,"(34.1428, -118.226)"
5618255,5/2/2019,2213,12,77th Street,1265,60,F,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,MANCHESTER,BUDLONG,"(33.96, -118.2959)"
5615110,4/30/2019,50,3,Southwest,329,49,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,FLOWER                       ST,29TH                         ST,"(34.0253, -118.2763)"
5615685,4/30/2019,1547,9,Van Nuys,935,50,F,Other Assaults,M,BATTERY ON NONCOHABITATING FORMER SPOUSE,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
5613163,4/28/2019,200,15,N Hollywood,1569,34,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,10200    RIVERSIDE                    DR,,"(34.1522, -118.3527)"
5613797,4/28/2019,2100,19,Mission,1982,19,F,Miscellaneous Other Violations,M,VANDALISM W/LOSS VALUED EQ OR > $400/10000,SEPULVEDA,PARTHENIA,"(34.2283, -118.4677)"
5614433,4/29/2019,1620,2,Rampart,256,26,M,Burglary,F,BURGLARY,BURLINGTON,7TH,"(34.055, -118.2735)"
5613205,4/28/2019,425,3,Southwest,309,31,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,W  23RD                         ST,FIGUEROA,"(34.0372, -118.276)"
,,,,,,,,,,,,,
190311984,5/1/2019,1555,3,Southwest,395,54,M,,I,,43RD                         PL,WESTERN                      AV,"(34.0046, -118.3089)"
5618082,5/2/2019,1700,2,Rampart,219,33,M,Miscellaneous Other Violations,M,FTA AFTER WRITTEN PROMISE,BEAUDRY,SUNSET,"(34.0652, -118.2492)"
5614169,4/29/2019,1200,13,Newton,1372,52,M,Narcotic Drug Laws,F,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,200 E  58TH                         ST,,"(33.9898, -118.272)"
5614308,4/29/2019,1530,14,Pacific,1494,33,M,Miscellaneous Other Violations,O,PROBATION VIOLATION,300    WORLD WAY,,"(33.944, -118.4073)"
5615753,4/30/2019,1500,5,Harbor,566,62,F,Miscellaneous Other Violations,M,LOS ANGELES MUNICIPAL CODE,8TH                          ST,PALOS VERDES                 ST,"(33.7369, -118.2814)"
190509153,4/29/2019,1520,5,Harbor,563,30,M,,M,,1500 S  GAFFEY                       ST,,"(33.7306, -118.2924)"
5618145,5/2/2019,1710,3,Southwest,375,28,M,Disorderly Conduct,M,DISORD CONDUCT:LOITER/ETC PRIV PROPERTY,3900 S  WESTERN                      AV,,"(34.0146, -118.313)"
5619459,5/4/2019,6,1,Central,162,32,F,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,9TH                          ST,FIGUEROA,"(34.0462, -118.2628)"
5415166,4/28/2019,140,19,Mission,1981,40,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,8800    LANGDON                      AV,,"(34.2301, -118.4698)"
5617666,5/2/2019,700,17,Devonshire,1709,52,M,Miscellaneous Other Violations,M,TRESPASS ON CLOSED LANDS,15700    MIDWOOD                      DR,,"(34.2809, -118.4716)"
191109839,4/29/2019,1730,11,Northeast,1149,53,F,Drunkeness,M,DRINKING IN PUBLIC***,FIGUEROA,AVENUE 53,"(34.1069, -118.1982)"
5619520,5/3/2019,2300,1,Central,142,38,F,Prostitution/Allied,M,PROSTITUTION,400 S  FIGUEROA                     ST,,"(34.0535, -118.256)"
5616900,5/1/2019,1800,19,Mission,1915,29,M,Miscellaneous Other Violations,M,TRESPASSING LANDS UNDER CULTIVATION,12600    GLENOAKS                     BL,,"(34.3021, -118.4467)"
5613925,4/29/2019,100,6,Hollywood,668,24,M,,M,SANTA MONICA MUNICIPAL CODE,SUNSET                       BL,WESTERN                      AV,"(34.0981, -118.3092)"
190910084,4/29/2019,1800,9,Van Nuys,923,38,M,,M,,6600    VAN NUYS                     BL,,"(34.1903, -118.4574)"
5616085,4/30/2019,2045,1,Central,165,48,M,Receive Stolen Property,M,RECEIVING KNOWN STOLEN PROPERTY >$950,600    MAPLE                        AV,,"(34.0439, -118.2479)"
5615059,4/29/2019,2255,9,Van Nuys,932,23,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,SEPULVEDA,VICTORY,"(34.1867, -118.4662)"
5615900,4/30/2019,1800,16,Foothill,1613,27,M,Narcotic Drug Laws,F,POSSESSION CONTROLLED SUBSTANCE FOR SALE,12600    VAN NUYS                     BL,,"(34.2766, -118.4078)"
5616187,5/1/2019,210,18,Southeast,1842,25,M,Burglary,F,ATTEMPT - BURGLARY,100 W  113TH                        ST,,"(33.932, -118.2739)"
192010025,4/24/2019,1825,20,Olympic,2021,31,F,Prostitution/Allied,M,PROSTITUTION,600 S  NORTON                       AV,,"(34.0637, -118.3166)"
5616128,4/30/2019,2000,16,Foothill,1698,32,M,Narcotic Drug Laws,F,POSSESSION CONTROLLED SUBSTANCE FOR SALE,10400    CROCKETT                     ST,,"(34.2202, -118.3585)"
5613645,4/28/2019,1530,15,N Hollywood,1591,25,M,Larceny,M,GRAND THEFT (OVER $400),VENTURA                      BL,VANTAGE                      ST,"(34.1434, -118.3975)"
5617336,5/1/2019,2015,20,Olympic,2081,29,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1800 S  GRAMERCY                     PL,,"(34.0418, -118.313)"
5615827,4/30/2019,1730,18,Southeast,1834,46,M,Robbery,F,ROBBERY,107TH                        ST,CENTRAL,"(33.9393, -118.2541)"
5619031,5/3/2019,1550,6,Hollywood,677,34,M,Driving Under Influence,M,DRUNK DRIVING .10 OR ABOVE,MELROSE,WILTON,"(34.0835, -118.3135)"
5617004,5/1/2019,2000,4,Hollenbeck,464,22,F,Miscellaneous Other Violations,O,PROBATION VIOLATION,300 N  SAINT LOUIS                  ST,,"(34.0467, -118.2126)"
191109800,4/29/2019,,11,Northeast,1172,40,M,Drunkeness,M,DRINKING IN PUBLIC***,1600    MOHAWK                       ST,,"(34.0845, -118.2622)"
190112496,4/27/2019,1045,1,Central,158,53,M,Drunkeness,M,DRINKING IN PUBLIC,6TH                          ST,KOHLER,"(34.0394, -118.2405)"
5617374,5/1/2019,2340,4,Hollenbeck,497,29,M,Larceny,M,GRAND THEFT (OVER $400),EMERY,DE LA TORRE                  WY,"(34.0149, -118.2051)"
5618004,5/2/2019,1220,14,Pacific,1494,23,M,Larceny,M,SHOPLIFTING,SEPULVEDA                    BL,CENTURY                      BL,"(33.9445, -118.3961)"
5618365,5/3/2019,15,13,Newton,1322,40,M,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,600 E  ADAMS                        BL,,"(34.0225, -118.2633)"
190112604,4/26/2019,1530,1,Central,143,69,M,Miscellaneous Other Violations,M,ILLEGAL POSSESSION OF SHOPPING CART,4TH,BROADWAY,"(34.0495, -118.2494)"
190210628,4/25/2019,2245,2,Rampart,235,28,F,,M,,100 N  ALVARADO                     ST,,"(34.0677, -118.2731)"
5614244,4/29/2019,1330,1,Central,162,23,M,Larceny,M,SHOPLIFTING,700 W  7TH                          ST,,"(34.048, -118.2577)"
5618625,5/3/2019,1000,14,Pacific,1428,13,M,Other Assaults,M,BATTERY ON PERSON,10800    PALMS,,"(34.0265, -118.4184)"
191411650,5/4/2019,925,14,Pacific,1495,51,M,Miscellaneous Other Violations,M,HIRE VEH W/O LIC,WESTCHESTER,AIRPORT,"(33.9527, -118.3892)"
5615588,4/30/2019,1220,6,Hollywood,645,25,M,Miscellaneous Other Violations,M,REFUSE TO LEAVE PROPERTY UPON REQUEST P.O.,7000 W  SUNSET                       BL,,"(34.098, -118.3416)"
5619186,5/3/2019,1820,20,Olympic,2017,29,M,Larceny,M,SHOPLIFTING,BERENDO,1ST                          ST,"(34.0727, -118.2941)"
5617079,5/1/2019,2300,4,Hollenbeck,438,30,F,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,ALHAMBRA,BULLARD,"(34.0779, -118.1671)"
190809300,5/3/2019,1740,8,West LA,842,45,M,Miscellaneous Other Violations,M,ILLEGAL POSSESSION OF SHOPPING CART****,WILSHIRE                     BL,BARRY,"(34.0499, -118.4604)"
191310631,4/30/2019,1520,13,Newton,1307,51,M,Narcotic Drug Laws,M,POSSESSION OF CONTROLLED SUBSTANCE,STANFORD                     AV,8TH                          ST,"(34.0365, -118.2468)"
191500830,4/30/2019,1430,15,N Hollywood,1549,32,M,,M,,LANKERSHIM,CHANDLER,"(34.1689, -118.377)"
5613586,4/28/2019,1440,19,Mission,1984,18,M,Miscellaneous Other Violations,M,TAMPER W/VEHICLE,8500    WILLIS                       AV,,"(34.2247, -118.4553)"
190112666,4/13/2019,2120,1,Central,148,65,M,Drunkeness,M,DRINKING IN PUBLIC,5TH,CROCKER,"(34.043, -118.242)"
5613516,4/28/2019,1130,12,77th Street,1268,49,M,Robbery,F,ATTEMPT - ROBBERY,200 W  79TH                         ST,,"(33.9679, -118.2761)"
5616664,5/1/2019,1130,2,Rampart,245,28,M,Miscellaneous Other Violations,F,VIOLATION OF PAROLE:FELONY,ALVARADO,67TH,"(34.061, -118.2775)"
191811115,4/29/2019,1435,18,Southeast,1822,43,M,,M,,9500 S  FIGUEROA                     ST,,"(33.9501, -118.2827)"
5613492,4/28/2019,730,11,Northeast,1162,48,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",4300 W  SUNSET                       BL,,"(34.0947, -118.2828)"
5616456,5/1/2019,900,14,Pacific,1494,27,F,Narcotic Drug Laws,M,POSS DEVICE/INSTRUMT/PARAPHERNALIA,CENTURY                      BL,VICKBURG                     ST,"(33.942, -118.4095)"
5616005,4/30/2019,2115,16,Foothill,1601,38,M,Driving Under Influence,F,DUI W/PRIOR SPEC CONVICTIONS,GLENOAKS,GRISWOLD,"(34.2865, -118.4161)"
5614391,4/29/2019,1330,1,Central,154,43,M,Aggravated Assault,F,ASSAULT LIKELY TO PRODUCE GBI,100 W  5TH                          ST,,"(34.0467, -118.2485)"
5614034,4/29/2019,520,3,Southwest,363,54,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",4100    PALMWOOD                     DR,,"(34.0137, -118.3435)"
5618897,5/3/2019,723,14,Pacific,1435,22,M,Miscellaneous Other Violations,M,DEFACE/DAMAGE PROPERTY <$400,3500    SAWTELLE                     BL,,"(34.0111, -118.4293)"
190112733,5/1/2019,1535,1,Central,176,57,M,Miscellaneous Other Violations,M,ILLEGAL POSSESSION OF SHOPPING CART,7TH                          ST,MAPLE,"(34.0419, -118.2485)"
5617039,5/1/2019,2200,19,Mission,1958,33,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL,BEACHY,VAN NUYS,"(34.2516, -118.442)"
